Industry,Indentation Level,Main Category
"Leisure and Hospitality,7116.67,7166.67,7433.33,7808.33,8041.67,8350.0,8641.67,8891.67,9216.67,9025.0,7183.33,8033.33,8400.0,8150.0,7897.22",3,"Finance and Insurance,1700.0,1600.0,1675.0,1783.33,1950.0,2166.67,2166.67,2075.0,1908.33,1850.0,1733.33,1675.0,1441.67,1300.0,1475.69"
"Other Services,3558.33,3675.0,3675.0,3741.67,3825.0,3758.33,3750.0,3825.0,3791.67,3850.0,3066.67,3125.0,3591.67,3575.0,3672.92",3,"Finance and Insurance,1700.0,1600.0,1675.0,1783.33,1950.0,2166.67,2166.67,2075.0,1908.33,1850.0,1733.33,1675.0,1441.67,1300.0,1475.69"
"Government,16966.67,15708.33,15791.67,15983.33,16116.67,16258.33,16333.33,16533.33,16441.67,16566.67,15258.33,14808.33,15666.67,15841.67,15780.56",3,"Finance and Insurance,1700.0,1600.0,1675.0,1783.33,1950.0,2166.67,2166.67,2075.0,1908.33,1850.0,1733.33,1675.0,1441.67,1300.0,1475.69"
"Federal Government,658.33,566.67,550.0,541.67,500.0,500.0,541.67,550.0,541.67,566.67,716.67,600.0,600.0,600.0,584.72",4,"Federal Government,658.33,566.67,550.0,541.67,500.0,500.0,541.67,550.0,541.67,566.67,716.67,600.0,600.0,600.0,584.72"
"Total State and Local Government,16308.33,15141.67,15241.67,15441.67,15616.67,15758.33,15791.67,15983.33,15900.0,16000.0,14541.67,14208.33,15066.67,15241.67,15195.83",5,"Federal Government,658.33,566.67,550.0,541.67,500.0,500.0,541.67,550.0,541.67,566.67,716.67,600.0,600.0,600.0,584.72"
"State Government,3725.0,3666.67,3775.0,3808.33,4083.33,4158.33,4225.0,4316.67,4358.33,4391.67,4158.33,3841.67,4091.67,4091.67,3996.53",5,"Federal Government,658.33,566.67,550.0,541.67,500.0,500.0,541.67,550.0,541.67,566.67,716.67,600.0,600.0,600.0,584.72"
"State Government Educational Services,2783.33,2775.0,2908.33,2941.67,3175.0,3200.0,3275.0,3366.67,3341.67,3325.0,3050.0,2750.0,3025.0,2975.0,2940.28",6,"Federal Government,658.33,566.67,550.0,541.67,500.0,500.0,541.67,550.0,541.67,566.67,716.67,600.0,600.0,600.0,584.72"
"Local Government,12583.33,11475.0,11466.67,11633.33,11533.33,11600.0,11566.67,11666.67,11541.67,11608.33,10383.33,10366.67,10975.0,11150.0,11199.3",5,"Federal Government,658.33,566.67,550.0,541.67,500.0,500.0,541.67,550.0,541.67,566.67,716.67,600.0,600.0,600.0,584.72"
"Local Government Excluding Education,4766.67,4908.33,4933.33,4991.67,4975.0,5066.67,5133.33,5166.67,5100.0,5058.33,4558.33,4733.33,4958.33,5041.67,5014.58",0,"Federal Government,658.33,566.67,550.0,541.67,500.0,500.0,541.67,550.0,541.67,566.67,716.67,600.0,600.0,600.0,584.72"
"Special Districts plus Tribes,1716.67,1800.0,1775.0,1825.0,1875.0,1900.0,1908.33,1975.0,1941.67,1933.33,1458.33,1675.0,1808.33,1816.67,1807.64",6,"Federal Government,658.33,566.67,550.0,541.67,500.0,500.0,541.67,550.0,541.67,566.67,716.67,600.0,600.0,600.0,584.72"
"TITLE,2010_Average,2011_Average,2012_Average,2013_Average,2014_Average,2015_Average,2016_Average,2017_Average,2018_Average,2019_Average,2020_Average,2021_Average,2022_Average,2023_Average,2024_Average",0,
"Civilian Labor Force,21045.0,20647.5,20166.67,20187.5,20204.17,20550.0,20797.5,21016.67,21166.67,21321.67,21353.33,21559.17,22094.17,21954.17,21542.57",0,
"Civilian Employment,17930.83,17700.83,17635.0,18157.5,18569.17,19231.67,19615.0,20013.33,20311.67,20501.67,19688.33,20311.67,21274.17,21030.0,19891.11",1,
"Civilian Unemployment,3113.33,2946.67,2530.83,2030.83,1635.0,1318.33,1182.5,1000.83,855.0,820.83,1666.67,1248.33,818.33,926.67,1652.22",1,
"Civilian Unemployment Rate,0.15,0.14,0.13,0.1,0.08,0.06,0.06,0.05,0.04,0.04,0.08,0.06,0.04,0.04,0.08",0,
"""Total, All Industries"",7921.67,7808.33,7751.67,8155.0,8430.83,8875.0,9165.83,9466.67,9707.5,9924.17,9692.5,10060.0,10619.17,10461.67,9605.62",0,
"Total Farm,57.5,57.5,70.0,76.67,95.83,89.17,82.5,245.0,288.33,280.0,268.33,257.5,215.0,177.5,143.96",1,
"Total Nonfarm,7864.17,7750.83,7681.67,8078.33,8335.0,8785.83,9083.33,9221.67,9419.17,9644.17,9424.17,9802.5,10404.17,10284.17,9461.67",1,
"Total Private,5316.67,5304.17,5300.83,5634.17,5851.67,6204.17,6486.67,6586.67,6715.0,6946.67,6745.83,7200.0,7699.17,7507.5,6793.13",2,
"Goods Producing,894.17,890.83,894.17,962.5,973.33,1029.17,1079.17,1130.0,1274.17,1254.17,1224.17,1300.83,1310.0,1318.33,1176.25",2,
"""     Mining, Logging and Construction"",573.33,580.0,582.5,640.83,648.33,701.67,762.5,815.0,916.67,898.33,920.0,985.83,979.17,994.17,855.42",0,
"Manufacturing,320.83,310.83,311.67,321.67,325.0,327.5,315.83,315.83,357.5,356.67,307.5,317.5,332.5,322.5,320.0",3,
"Durable Goods,155.0,163.33,162.5,166.67,157.5,164.17,160.83,146.67,163.33,163.33,147.5,129.17,136.67,134.17,142.08",4,"Durable Goods,155.0,163.33,162.5,166.67,157.5,164.17,160.83,146.67,163.33,163.33,147.5,129.17,136.67,134.17,142.08"
"Non-Durable Goods,165.83,147.5,149.17,155.0,167.5,163.33,155.0,169.17,195.0,195.0,157.5,192.5,197.5,186.67,180.42",4,"Non-Durable Goods,165.83,147.5,149.17,155.0,167.5,163.33,155.0,169.17,195.0,195.0,157.5,192.5,197.5,186.67,180.42"
"Service-Providing,6970.0,6860.0,6787.5,7115.83,7361.67,7756.67,8005.0,8092.5,8147.5,8391.67,8199.17,8500.0,9093.33,8966.67,8285.42",0,"Non-Durable Goods,165.83,147.5,149.17,155.0,167.5,163.33,155.0,169.17,195.0,195.0,157.5,192.5,197.5,186.67,180.42"
"Private Service Providing,4422.5,4413.33,4406.67,4671.67,4878.33,5175.0,5408.33,5458.33,5443.33,5693.33,5521.67,5898.33,6389.17,6192.5,5620.21",2,"Non-Durable Goods,165.83,147.5,149.17,155.0,167.5,163.33,155.0,169.17,195.0,195.0,157.5,192.5,197.5,186.67,180.42"
"""      Trade, Transportation, and Utilities"",1245.0,1273.33,1269.17,1353.33,1444.17,1552.5,1695.83,1653.33,1620.83,1680.0,1688.33,1857.5,2034.17,1999.17,1721.25",0,"Non-Durable Goods,165.83,147.5,149.17,155.0,167.5,163.33,155.0,169.17,195.0,195.0,157.5,192.5,197.5,186.67,180.42"
"Wholesale Trade,85.83,115.83,112.5,124.17,139.17,158.33,195.83,141.67,130.83,175.0,125.0,115.0,140.0,137.5,133.12",4,"Wholesale Trade,85.83,115.83,112.5,124.17,139.17,158.33,195.83,141.67,130.83,175.0,125.0,115.0,140.0,137.5,133.12"
"Retail Trade,897.5,914.17,901.67,972.5,1040.83,1126.67,1212.5,1248.33,1220.0,1216.67,1220.83,1315.83,1394.17,1380.83,1211.39",4,"Retail Trade,897.5,914.17,901.67,972.5,1040.83,1126.67,1212.5,1248.33,1220.0,1216.67,1220.83,1315.83,1394.17,1380.83,1211.39"
"""        Transportation, Warehousing, and Utilities"",261.67,243.33,255.0,256.67,264.17,267.5,285.83,265.83,271.67,289.17,345.0,429.17,501.67,482.5,377.57",0,"Retail Trade,897.5,914.17,901.67,972.5,1040.83,1126.67,1212.5,1248.33,1220.0,1216.67,1220.83,1315.83,1394.17,1380.83,1211.39"
"Information,110.0,109.17,104.17,109.17,107.5,106.67,106.67,100.0,99.17,92.5,83.33,75.0,80.0,80.0,91.67",3,"Retail Trade,897.5,914.17,901.67,972.5,1040.83,1126.67,1212.5,1248.33,1220.0,1216.67,1220.83,1315.83,1394.17,1380.83,1211.39"
"Financial Activities,264.17,253.33,233.33,210.83,204.17,205.83,218.33,215.0,223.33,219.17,220.83,220.83,209.17,183.33,209.65",3,"Retail Trade,897.5,914.17,901.67,972.5,1040.83,1126.67,1212.5,1248.33,1220.0,1216.67,1220.83,1315.83,1394.17,1380.83,1211.39"
"Professional and Business Services,352.5,350.0,355.83,425.0,439.17,485.83,557.5,541.67,527.5,601.67,614.17,580.83,655.0,545.0,485.21",3,"Retail Trade,897.5,914.17,901.67,972.5,1040.83,1126.67,1212.5,1248.33,1220.0,1216.67,1220.83,1315.83,1394.17,1380.83,1211.39"
"Private Education and Health Services,914.17,888.33,874.17,979.17,1042.5,1078.33,1132.5,1179.17,1157.5,1224.17,1347.5,1389.17,1450.83,1516.67,1298.2",3,"Retail Trade,897.5,914.17,901.67,972.5,1040.83,1126.67,1212.5,1248.33,1220.0,1216.67,1220.83,1315.83,1394.17,1380.83,1211.39"
"Leisure and Hospitality,1201.67,1198.33,1228.33,1251.67,1290.83,1362.5,1332.5,1406.67,1443.33,1492.5,1230.83,1445.83,1590.0,1481.67,1445.07",3,"Retail Trade,897.5,914.17,901.67,972.5,1040.83,1126.67,1212.5,1248.33,1220.0,1216.67,1220.83,1315.83,1394.17,1380.83,1211.39"
"Other Services,335.0,340.83,341.67,342.5,350.0,383.33,368.33,364.17,374.17,389.17,340.83,333.33,370.0,387.5,370.83",3,"Retail Trade,897.5,914.17,901.67,972.5,1040.83,1126.67,1212.5,1248.33,1220.0,1216.67,1220.83,1315.83,1394.17,1380.83,1211.39"
"Government,2547.5,2446.67,2380.83,2444.17,2483.33,2581.67,2596.67,2634.17,2703.33,2698.33,2679.17,2601.67,2705.0,2774.17,2666.04",3,"Retail Trade,897.5,914.17,901.67,972.5,1040.83,1126.67,1212.5,1248.33,1220.0,1216.67,1220.83,1315.83,1394.17,1380.83,1211.39"
"Federal Government,157.5,130.0,134.17,129.17,124.17,120.0,127.5,129.17,128.33,125.0,146.67,121.67,116.67,123.33,127.08",4,"Federal Government,157.5,130.0,134.17,129.17,124.17,120.0,127.5,129.17,128.33,125.0,146.67,121.67,116.67,123.33,127.08"
"Total State and Local Government,2390.0,2316.67,2246.67,2315.0,2359.17,2461.67,2471.67,2508.33,2575.83,2571.67,2531.67,2479.17,2590.0,2653.33,2541.46",4,"Total State and Local Government,2390.0,2316.67,2246.67,2315.0,2359.17,2461.67,2471.67,2508.33,2575.83,2571.67,2531.67,2479.17,2590.0,2653.33,2541.46"
"State Government,222.5,209.17,198.33,215.0,249.17,275.83,245.83,259.17,285.83,268.33,279.17,275.83,300.0,319.17,286.18",5,"Total State and Local Government,2390.0,2316.67,2246.67,2315.0,2359.17,2461.67,2471.67,2508.33,2575.83,2571.67,2531.67,2479.17,2590.0,2653.33,2541.46"
"Local Government,2167.5,2107.5,2048.33,2100.0,2110.0,2185.83,2225.83,2249.17,2290.0,2304.17,2252.5,2205.83,2290.0,2334.17,2256.11",5,"Total State and Local Government,2390.0,2316.67,2246.67,2315.0,2359.17,2461.67,2471.67,2508.33,2575.83,2571.67,2531.67,2479.17,2590.0,2653.33,2541.46"
"TITLE,2010_Average,2011_Average,2012_Average,2013_Average,2014_Average,2015_Average,2016_Average,2017_Average,2018_Average,2019_Average,2020_Average,2021_Average,2022_Average,2023_Average,2024_Average",0,
"Civilian Labor Force,11560.83,11379.17,11270.0,11269.17,11079.17,11052.5,10908.33,10816.67,10845.0,10974.17,10622.5,10646.67,10200.0,10575.83,11097.36",0,
"Civilian Employment,9095.83,8924.17,8902.5,9114.17,9132.5,9342.5,9206.67,9267.5,9411.67,9555.83,8878.33,9311.67,9000.0,9202.5,9147.43",1,
"Civilian Unemployment,2465.0,2455.83,2370.83,2155.0,1949.17,1709.17,1702.5,1550.0,1433.33,1415.0,1745.0,1334.17,1200.83,1372.5,1949.65",1,
"Civilian Unemployment Rate,0.21,0.22,0.21,0.19,0.18,0.16,0.16,0.14,0.13,0.13,0.16,0.13,0.12,0.13,0.18",0,
"""Total, All Industries"",8654.17,8466.67,8428.33,8733.33,8788.33,9079.17,9039.17,9197.5,9420.83,9714.17,9077.5,9592.5,9203.33,9471.67,9176.74",0,
"Total Farm,2422.5,2475.83,2276.67,2397.5,2347.5,2582.5,2615.83,2805.0,2939.17,3133.33,2850.83,2900.0,2408.33,2444.17,2365.83",1,
"Total Nonfarm,6231.67,5990.83,6151.67,6335.83,6440.83,6496.67,6423.33,6392.5,6481.67,6580.83,6226.67,6692.5,6795.0,7027.5,6810.9",1,
"Total Private,4143.33,3930.83,4060.0,4217.5,4299.17,4341.67,4212.5,4127.5,4240.0,4388.33,4256.67,4615.0,4602.5,4780.83,4612.57",2,
"Goods Producing,1288.33,977.5,1120.83,1142.5,1375.83,1452.5,1325.83,1342.5,1272.5,1368.33,1360.83,1369.17,1104.17,1075.0,1123.75",2,
"""      Mining, Logging and Construction"",555.83,117.5,151.67,93.33,80.83,89.17,105.0,114.17,119.17,129.17,103.33,119.17,129.17,131.67,170.76",0,
"Manufacturing,732.5,860.0,969.17,1049.17,1295.0,1363.33,1220.0,1230.0,1151.67,1239.17,1259.17,1252.5,975.0,941.67,952.99",3,
"Durable Goods,40.83,27.5,31.67,41.67,47.5,50.0,50.83,61.67,92.5,99.17,172.5,167.5,129.17,128.33,94.93",4,"Durable Goods,40.83,27.5,31.67,41.67,47.5,50.0,50.83,61.67,92.5,99.17,172.5,167.5,129.17,128.33,94.93"
"Non-Durable Goods,691.67,832.5,937.5,1007.5,1247.5,1313.33,1167.5,1170.0,1060.83,1141.67,1089.17,1085.0,845.83,814.17,859.72",4,"Non-Durable Goods,691.67,832.5,937.5,1007.5,1247.5,1313.33,1167.5,1170.0,1060.83,1141.67,1089.17,1085.0,845.83,814.17,859.72"
"Service-Providing,4943.33,5013.33,5030.83,5193.33,5065.0,5044.17,5099.17,5050.0,5210.0,5214.17,4866.67,5322.5,5691.67,5953.33,5687.15",3,"Non-Durable Goods,691.67,832.5,937.5,1007.5,1247.5,1313.33,1167.5,1170.0,1060.83,1141.67,1089.17,1085.0,845.83,814.17,859.72"
"Private Service Providing,2855.0,2953.33,2939.17,3075.0,2923.33,2889.17,2886.67,2785.0,2966.67,3022.5,2893.33,3243.33,3500.83,3706.67,3487.15",2,"Non-Durable Goods,691.67,832.5,937.5,1007.5,1247.5,1313.33,1167.5,1170.0,1060.83,1141.67,1089.17,1085.0,845.83,814.17,859.72"
"Private Service Providing - Residual,379.17,433.33,337.5,328.33,305.0,300.0,336.67,311.67,283.33,255.0,181.67,305.0,430.0,455.83,436.11",3,"Non-Durable Goods,691.67,832.5,937.5,1007.5,1247.5,1313.33,1167.5,1170.0,1060.83,1141.67,1089.17,1085.0,845.83,814.17,859.72"
"""      Trade, Transportation, and Utilities"",1224.17,1307.5,1375.0,1455.0,1324.17,1295.0,1365.0,1382.5,1397.5,1410.0,1417.5,1520.83,1530.0,1665.0,1541.32",0,"Non-Durable Goods,691.67,832.5,937.5,1007.5,1247.5,1313.33,1167.5,1170.0,1060.83,1141.67,1089.17,1085.0,845.83,814.17,859.72"
"Wholesale Trade,540.83,661.67,769.17,786.67,653.33,642.5,580.0,580.0,613.33,597.5,589.17,588.33,611.67,695.83,695.97",4,"Wholesale Trade,540.83,661.67,769.17,786.67,653.33,642.5,580.0,580.0,613.33,597.5,589.17,588.33,611.67,695.83,695.97"
"Retail Trade,492.5,461.67,443.33,446.67,432.5,473.33,597.5,608.33,588.33,590.83,595.83,661.67,630.0,644.17,565.56",4,"Retail Trade,492.5,461.67,443.33,446.67,432.5,473.33,597.5,608.33,588.33,590.83,595.83,661.67,630.0,644.17,565.56"
"""        Transportation, Warehousing, and Utilities"",190.83,184.17,162.5,221.67,238.33,179.17,190.0,198.33,200.0,222.5,234.17,271.67,290.0,325.0,280.62",0,"Retail Trade,492.5,461.67,443.33,446.67,432.5,473.33,597.5,608.33,588.33,590.83,595.83,661.67,630.0,644.17,565.56"
"Financial Activities,180.0,167.5,170.0,160.83,150.0,142.5,134.17,129.17,139.17,143.33,139.17,132.5,130.0,130.83,149.03",3,"Retail Trade,492.5,461.67,443.33,446.67,432.5,473.33,597.5,608.33,588.33,590.83,595.83,661.67,630.0,644.17,565.56"
"Private Education and Health Services,470.0,464.17,450.83,516.67,535.83,568.33,459.17,377.5,560.0,628.33,664.17,745.0,820.0,875.83,758.12",3,"Retail Trade,492.5,461.67,443.33,446.67,432.5,473.33,597.5,608.33,588.33,590.83,595.83,661.67,630.0,644.17,565.56"
"Leisure and Hospitality,601.67,580.83,605.83,614.17,608.33,583.33,590.83,585.0,587.5,588.33,494.17,543.33,592.5,580.0,605.07",3,"Retail Trade,492.5,461.67,443.33,446.67,432.5,473.33,597.5,608.33,588.33,590.83,595.83,661.67,630.0,644.17,565.56"
"Government,2088.33,2060.0,2091.67,2118.33,2141.67,2155.0,2213.33,2265.0,2241.67,2191.67,1973.33,2079.17,2191.67,2246.67,2200.0",3,"Retail Trade,492.5,461.67,443.33,446.67,432.5,473.33,597.5,608.33,588.33,590.83,595.83,661.67,630.0,644.17,565.56"
"Federal Government,81.67,76.67,80.83,75.0,75.0,68.33,68.33,69.17,69.17,69.17,77.5,60.0,65.0,66.67,64.93",4,"Federal Government,81.67,76.67,80.83,75.0,75.0,68.33,68.33,69.17,69.17,69.17,77.5,60.0,65.0,66.67,64.93"
"Total State and Local Government,2006.67,1983.33,2010.83,2043.33,2066.67,2086.67,2145.0,2197.5,2173.33,2121.67,1894.17,2017.5,2123.33,2180.0,2133.4",4,"Total State and Local Government,2006.67,1983.33,2010.83,2043.33,2066.67,2086.67,2145.0,2197.5,2173.33,2121.67,1894.17,2017.5,2123.33,2180.0,2133.4"
"State Government,72.5,65.0,65.0,58.33,59.17,67.5,66.67,64.17,64.17,57.5,66.67,67.5,72.5,63.33,61.67",5,"Total State and Local Government,2006.67,1983.33,2010.83,2043.33,2066.67,2086.67,2145.0,2197.5,2173.33,2121.67,1894.17,2017.5,2123.33,2180.0,2133.4"
"Local Government,1934.17,1918.33,1945.83,1985.0,2007.5,2019.17,2079.17,2135.83,2110.0,2063.33,1825.83,1950.0,2052.5,2116.67,2074.24",5,"Total State and Local Government,2006.67,1983.33,2010.83,2043.33,2066.67,2086.67,2145.0,2197.5,2173.33,2121.67,1894.17,2017.5,2123.33,2180.0,2133.4"
"TITLE,2010_Average,2011_Average,2012_Average,2013_Average,2014_Average,2015_Average,2016_Average,2017_Average,2018_Average,2019_Average,2020_Average,2021_Average,2022_Average,2023_Average,2024_Average",0,
"Civilian Labor Force,525741.67,528500.0,534516.67,536033.33,538466.67,544625.0,553225.0,557875.0,560325.0,559975.0,546300.0,542800.0,547625.0,550616.67,542571.53",0,
"Civilian Employment,466716.67,473141.67,485933.33,495291.67,504833.33,517066.67,528408.33,536308.33,542308.33,542525.0,497175.0,508183.33,528016.67,527841.67,507651.39",1,
"Civilian Unemployment,59008.33,55366.67,48591.67,40733.33,33633.33,27575.0,24808.33,21558.33,18025.0,17466.67,49141.67,34625.0,19600.0,22766.67,34919.44",1,
"Civilian Unemployment Rate,0.11,0.1,0.09,0.08,0.06,0.05,0.04,0.04,0.03,0.03,0.09,0.06,0.04,0.04,0.06",0,
"""Total, All Industries"",318125.0,319166.67,327558.33,337833.33,344208.33,350766.67,364175.0,370325.0,372966.67,375216.67,345775.0,355891.67,374158.33,376283.33,329378.33",0,
"Total Farm,708.33,825.0,791.67,825.0,783.33,716.67,825.0,775.0,708.33,750.0,733.33,708.33,1050.0,1108.33,786.67",1,
"Total Nonfarm,317416.67,318341.67,326766.67,337008.33,343425.0,350050.0,363350.0,369550.0,372258.33,374466.67,345041.67,355183.33,373108.33,375175.0,328591.67",1,
"Goods Producing,36725.0,35358.33,37208.33,37108.33,37075.0,37791.67,40208.33,41083.33,41783.33,42066.67,39325.0,39750.0,41208.33,42158.33,36695.0",2,
"""     Mining, Logging and Construction"",18258.33,17758.33,19641.67,21700.0,21800.0,22791.67,25350.0,25500.0,26100.0,26075.0,24300.0,25825.0,27216.67,28041.67,19831.67",0,
"Manufacturing,18466.67,17600.0,17566.67,15408.33,15275.0,15000.0,14858.33,15583.33,15683.33,15991.67,15025.0,13925.0,13991.67,14116.67,16863.33",3,
"Durable Goods,6900.0,6691.67,7008.33,6466.67,6575.0,6666.67,6550.0,6508.33,6391.67,6458.33,6350.0,6316.67,6500.0,6433.33,6728.33",4,"Durable Goods,6900.0,6691.67,7008.33,6466.67,6575.0,6666.67,6550.0,6508.33,6391.67,6458.33,6350.0,6316.67,6500.0,6433.33,6728.33"
"Nondurable Goods,11566.67,10908.33,10558.33,8941.67,8700.0,8333.33,8308.33,9075.0,9291.67,9533.33,8675.0,7608.33,7491.67,7683.33,10135.0",4,"Nondurable Goods,11566.67,10908.33,10558.33,8941.67,8700.0,8333.33,8308.33,9075.0,9291.67,9533.33,8675.0,7608.33,7491.67,7683.33,10135.0"
"Service Providing,280691.67,282983.33,289558.33,299900.0,306350.0,312258.33,323141.67,328466.67,330475.0,332400.0,305716.67,315433.33,331900.0,333016.67,291896.67",2,"Nondurable Goods,11566.67,10908.33,10558.33,8941.67,8700.0,8333.33,8308.33,9075.0,9291.67,9533.33,8675.0,7608.33,7491.67,7683.33,10135.0"
"""      Trade, Transportation & Utilities"",55941.67,56508.33,57425.0,58716.67,60358.33,62466.67,64858.33,65233.33,64158.33,61941.67,58941.67,61858.33,64975.0,64275.0,57790.0",0,"Nondurable Goods,11566.67,10908.33,10558.33,8941.67,8700.0,8333.33,8308.33,9075.0,9291.67,9533.33,8675.0,7608.33,7491.67,7683.33,10135.0"
"Wholesale Trade,7608.33,7883.33,8150.0,8658.33,9191.67,9550.0,10383.33,10600.0,9766.67,9008.33,8425.0,7966.67,8166.67,8450.0,8298.33",4,"Wholesale Trade,7608.33,7883.33,8150.0,8658.33,9191.67,9550.0,10383.33,10600.0,9766.67,9008.33,8425.0,7966.67,8166.67,8450.0,8298.33"
"Retail Trade,40375.0,40533.33,41191.67,41133.33,41575.0,42341.67,43258.33,43116.67,42783.33,41450.0,38591.67,40866.67,42200.0,41441.67,40961.67",4,"Retail Trade,40375.0,40533.33,41191.67,41133.33,41575.0,42341.67,43258.33,43116.67,42783.33,41450.0,38591.67,40866.67,42200.0,41441.67,40961.67"
"""        Transportation, Warehousing, and Utilities"",7958.33,8091.67,8083.33,8925.0,9591.67,10575.0,11216.67,11516.67,11608.33,11483.33,11925.0,13025.0,14608.33,14383.33,8530.0",0,"Retail Trade,40375.0,40533.33,41191.67,41133.33,41575.0,42341.67,43258.33,43116.67,42783.33,41450.0,38591.67,40866.67,42200.0,41441.67,40961.67"
"Information,9608.33,8950.0,8433.33,8591.67,8325.0,8291.67,8116.67,7983.33,7816.67,7075.0,5925.0,5933.33,5858.33,5625.0,8781.67",3,"Retail Trade,40375.0,40533.33,41191.67,41133.33,41575.0,42341.67,43258.33,43116.67,42783.33,41450.0,38591.67,40866.67,42200.0,41441.67,40961.67"
"Financial Activities,25341.67,24808.33,25333.33,25308.33,25016.67,26258.33,26950.0,27366.67,26991.67,27016.67,25608.33,24858.33,24883.33,23450.0,25161.67",3,"Retail Trade,40375.0,40533.33,41191.67,41133.33,41575.0,42341.67,43258.33,43116.67,42783.33,41450.0,38591.67,40866.67,42200.0,41441.67,40961.67"
"Finance & Insurance,19175.0,18733.33,19033.33,18666.67,18191.67,19350.0,20025.0,20233.33,19725.0,19683.33,18783.33,17941.67,17300.0,15975.0,18760.0",4,"Finance & Insurance,19175.0,18733.33,19033.33,18666.67,18191.67,19350.0,20025.0,20233.33,19725.0,19683.33,18783.33,17941.67,17300.0,15975.0,18760.0"
"Real Estate & Rental & Leasing,6166.67,6075.0,6300.0,6641.67,6825.0,6908.33,6925.0,7133.33,7266.67,7333.33,6825.0,6916.67,7583.33,7475.0,6401.67",4,"Real Estate & Rental & Leasing,6166.67,6075.0,6300.0,6641.67,6825.0,6908.33,6925.0,7133.33,7266.67,7333.33,6825.0,6916.67,7583.33,7475.0,6401.67"
"Professional and Business Services,43775.0,45941.67,48141.67,52058.33,53158.33,50891.67,52108.33,54283.33,55266.67,56583.33,55933.33,56375.0,57625.0,54516.67,48615.0",3,"Real Estate & Rental & Leasing,6166.67,6075.0,6300.0,6641.67,6825.0,6908.33,6925.0,7133.33,7266.67,7333.33,6825.0,6916.67,7583.33,7475.0,6401.67"
"""        Professional, Scientific & Technical Services"",22608.33,23641.67,24100.0,24650.0,24908.33,23341.67,23816.67,22975.0,23433.33,24408.33,24741.67,25275.0,25833.33,24616.67,23981.67",0,"Real Estate & Rental & Leasing,6166.67,6075.0,6300.0,6641.67,6825.0,6908.33,6925.0,7133.33,7266.67,7333.33,6825.0,6916.67,7583.33,7475.0,6401.67"
